,cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
5208,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,California,8/23/2016,8/30/2016,Tulchin Research,B,601,rv,0.1064468,52.0,31.0,7.0,,56.21497,35.39978,2.691626,,,http://edpolicyinca.org/sites/default/files/PACE%20USC%20Poll%20CA%20Statewide%20Topline.pdf,45724,71368,9/13/16,09:24:53  8 Nov 2016
5209,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Minnesota,10/25/2016,10/31/2016,Google Consumer Surveys,B,688,lv,0.1061862,34.77,28.58,7.26,,40.22027,35.21608,6.318302,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47964,75023,11/1/16,09:24:53  8 Nov 2016
5210,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,9/20/2016,9/25/2016,American Research Group,C+,522,rv,0.1060782,46.0,42.0,6.0,,49.0293,45.43778,3.043712,,,http://americanresearchgroup.com/nhpoll/pres16/,46153,72151,9/26/16,09:24:53  8 Nov 2016
5213,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Indiana,10/14/2016,10/27/2016,Ipsos,A-,368,lv,0.1053119,38.9,53.54,,,36.53027,53.21841,,,,reuters.com/statesofthenation/,47724,74707,10/29/16,09:24:53  8 Nov 2016
5214,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Colorado,10/25/2016,10/31/2016,Google Consumer Surveys,B,637,lv,0.1052821,42.67,27.9,10.06,,48.12393,34.55181,9.118301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47946,75005,11/1/16,09:24:53  8 Nov 2016
5215,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Ohio,8/26/2016,8/27/2016,Public Policy Polling,B+,1134,lv,0.1049806,46.0,42.0,,,45.18755,42.57954,,,,http://nelpaction.org/wp-content/uploads/2016/08/OhioResults1.pdf,45262,69615,9/1/16,09:24:53  8 Nov 2016
5216,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Florida,9/15/2016,9/20/2016,Cherry Communications,C,617,lv,0.1045205,43.0,41.0,8.0,,45.94377,43.92792,3.814559,,,http://www.flchamber.com/new-florida-chamber-of-commerce-statewide-poll-shows-presidential-race-too-close-to-call-in-florida/,46046,72026,9/26/16,09:24:53  8 Nov 2016
5217,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Missouri,10/25/2016,10/31/2016,Google Consumer Surveys,B,726,lv,0.1041286,37.32,38.14,3.86,,42.75,44.68907,2.918301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47965,75024,11/1/16,09:24:53  8 Nov 2016
5218,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,9/5/2016,9/7/2016,Suffolk University,B+,500,lv,0.1037439,41.0,44.0,4.0,,43.40923,47.37684,1.615197,,,https://www.suffolk.edu/news/67513.php,45429,70736,9/8/16,09:24:53  8 Nov 2016
5219,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Jersey,10/28/2016,11/3/2016,Ipsos,A-,557,lv,0.1036041,49.72,36.13,,,49.70642,36.1939,,,,http://www.reuters.com/statesofthenation/,48394,75862,11/4/16,09:24:53  8 Nov 2016
5220,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Georgia,10/25/2016,10/31/2016,Google Consumer Surveys,B,540,lv,0.1035459,32.92,41.56,5.31,,38.32722,48.01124,4.368301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47951,75010,11/1/16,09:24:53  8 Nov 2016
5221,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,9/12/2016,9/16/2016,Elon University,B+,644,lv,0.1033775,43.0,44.0,6.0,,45.44944,47.90816,2.539176,,,http://projects.fivethirtyeight.com/polls/20160919_NC_1.pdf,45886,71684,9/20/16,09:24:53  8 Nov 2016
5222,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Pennsylvania,10/28/2016,11/3/2016,Ipsos,A-,485,lv,0.103332,48.15,44.04,,,47.54162,43.49284,,,,http://www.reuters.com/statesofthenation/,48401,75869,11/4/16,09:24:53  8 Nov 2016
5223,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Texas,10/28/2016,11/3/2016,Ipsos,A-,705,lv,0.1027831,39.55,49.4,,,38.82355,48.73749,,,,http://www.reuters.com/statesofthenation/,48405,75873,11/4/16,09:24:53  8 Nov 2016
5224,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Ohio,10/28/2016,11/3/2016,Ipsos,A-,554,lv,0.1019346,46.97,45.49,,,46.08207,44.67245,,,,http://www.reuters.com/statesofthenation/,48398,75866,11/4/16,09:24:53  8 Nov 2016
5225,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Arizona,10/25/2016,10/31/2016,Google Consumer Surveys,B,656,lv,0.101708,37.89,32.88,7.21,,43.33388,39.48864,6.268301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47944,75003,11/1/16,09:24:53  8 Nov 2016
5226,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New York,10/28/2016,11/3/2016,Ipsos,A-,552,lv,0.1016472,56.42,34.22,,,56.15384,34.02737,,,,http://www.reuters.com/statesofthenation/,48396,75864,11/4/16,09:24:53  8 Nov 2016
5227,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,District of Columbia,10/20/2016,10/28/2016,SurveyMonkey,C-,487,lv,0.1014306,87.0,5.0,4.0,,85.6121,6.717648,0.6022298,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47663,74684,10/28/16,09:24:53  8 Nov 2016
5228,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Washington,10/25/2016,10/31/2016,Google Consumer Surveys,B,625,lv,0.1012402,43.73,26.69,6.59,,49.19091,33.37178,5.648302,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47989,75048,11/1/16,09:24:53  8 Nov 2016
5229,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,California,9/12/2016,9/14/2016,Insights West,,515,lv,0.100628,57.0,30.0,2.0,,59.89837,33.69147,-1.354956,,,http://www.insightswest.com/news/trump-leads-in-arizona-and-nevada-clinton-in-california-and-washington/,45921,71768,9/21/16,09:24:53  8 Nov 2016
5230,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Pennsylvania,8/26/2016,8/29/2016,Monmouth University,A+,402,lv,0.1001075,48.0,40.0,6.0,,49.16496,43.14311,2.724225,,,http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_PA_083016/,45150,69411,8/30/16,09:24:53  8 Nov 2016
5231,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Georgia,9/9/2016,9/13/2016,Emerson College,B,600,lv,0.0997812,39.0,45.0,6.0,,41.14841,45.80854,2.491109,,,http://media.wix.com/ugd/3bebb2_b53ca6b673c14cdab9d68832bd7e74cb.pdf,45814,71532,9/15/16,09:24:53  8 Nov 2016
5232,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maine,10/7/2016,10/9/2016,Maine People's Resource Center,C,892,lv,0.0992822,44.0,36.1,8.8,,45.81011,40.0125,5.840713,,,http://mprc.me/research/1016_presidential1.pdf,46753,73104,10/12/16,09:24:53  8 Nov 2016
5233,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Indiana,10/25/2016,10/31/2016,Google Consumer Surveys,B,764,lv,0.0992286,36.46,33.82,6.23,,41.88685,40.35554,5.288301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47956,75015,11/1/16,09:24:53  8 Nov 2016
5234,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Washington,9/12/2016,9/14/2016,Insights West,,505,lv,0.0990998,38.0,28.0,14.0,,41.07792,31.92928,10.64504,,,http://www.insightswest.com/news/trump-leads-in-arizona-and-nevada-clinton-in-california-and-washington/,45923,71770,9/21/16,09:24:53  8 Nov 2016
5235,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Colorado,9/9/2016,9/13/2016,Emerson College,B,600,lv,0.0987537,38.0,42.0,13.0,,40.58758,43.39288,9.491108,,,http://media.wix.com/ugd/3bebb2_b53ca6b673c14cdab9d68832bd7e74cb.pdf,45813,71531,9/15/16,09:24:53  8 Nov 2016
5236,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maine,9/2/2016,9/5/2016,Emerson College,B,800,lv,0.0984512,44.0,35.0,12.0,,46.90045,37.05788,8.284203,,,http://media.wix.com/ugd/3bebb2_dd659ad4faf34206969d7dbef07995e2.pdf,45418,70717,9/7/16,09:24:53  8 Nov 2016
5237,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Alabama,10/7/2016,10/27/2016,Ipsos,A-,452,lv,0.0982949,38.93,51.28,,,37.72898,52.30703,,,,reuters.com/statesofthenation/,47713,74696,10/29/16,09:24:53  8 Nov 2016
5239,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,South Carolina,8/9/2016,8/10/2016,Public Policy Polling,B+,1290,v,0.0976194,39.0,41.0,5.0,,41.00206,45.22701,1.995751,,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_SC_81116.pdf,44825,68672,8/11/16,09:24:53  8 Nov 2016
5241,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Arizona,9/12/2016,9/14/2016,Insights West,,484,lv,0.0974591,33.0,37.0,8.0,,35.92019,40.72038,4.645043,,,http://www.insightswest.com/news/trump-leads-in-arizona-and-nevada-clinton-in-california-and-washington/,45920,71767,9/21/16,09:24:53  8 Nov 2016
5243,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Arizona,10/17/2016,10/18/2016,Data Orbital,,550,lv,0.096243,41.0,41.0,5.0,,41.74234,43.62807,3.657521,,,https://gallery.mailchimp.com/5a280d25318f2afe3f311adb6/files/AZ_Statewide_LivePoll_Questionnaire_10_18.pdf,47097,73719,10/20/16,09:24:53  8 Nov 2016
5246,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New York,9/11/2016,9/15/2016,Siena College,A,600,lv,0.0957313,51.0,30.0,8.0,,53.69336,34.27434,3.533391,,,https://www.siena.edu/assets/files/news/SNY_September_2016_Poll_Release_--_Final345.pdf,45895,71678,9/20/16,09:24:53  8 Nov 2016
5247,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,South Carolina,9/7/2016,9/9/2016,Starboard Communications,,600,lv,0.095599,35.0,48.0,7.0,,38.17324,50.65254,2.844193,,,http://www.postandcourier.com/20160913/160919767/trump-leads-in-new-sc-gop-poll-out-today,45721,71360,9/13/16,09:24:53  8 Nov 2016
5248,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Georgia,10/14/2016,10/27/2016,Ipsos,A-,583,lv,0.0949422,43.11,47.84,,,41.7347,48.34422,,,,reuters.com/statesofthenation/,47721,74704,10/29/16,09:24:53  8 Nov 2016
5249,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Kentucky,9/14/2016,9/16/2016,Google Consumer Surveys,B,815,a,0.0934898,23.9,35.4,7.4,,32.32424,45.74927,3.218979,,,http://www.babbagecofounder.com/2016/10/18/paul-steady-trump-falls-maintain-leads-latest-poll/,47048,73578,10/18/16,09:24:53  8 Nov 2016
5251,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,8/30/2016,9/2/2016,YouGov,B,1088,lv,0.0926474,46.0,42.0,4.0,,49.0327,45.43091,1.154524,,,https://www.scribd.com/document/322977203/CBS-News-Battleground-Tracker-North-Carolina-September-4#from_embed,45320,69701,9/4/16,09:24:53  8 Nov 2016
5252,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,10/25/2016,10/31/2016,Google Consumer Surveys,B,661,lv,0.0924499,38.73,33.85,5.73,,44.15884,40.39405,4.788301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47987,75046,11/1/16,09:24:53  8 Nov 2016
5253,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,10/25/2016,10/31/2016,Google Consumer Surveys,B,725,lv,0.0920679,34.4,40.6,5.27,,39.81813,47.09808,4.328301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47968,75027,11/1/16,09:24:53  8 Nov 2016
5254,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,California,10/28/2016,11/3/2016,Ipsos,A-,742,lv,0.0916042,60.4,30.34,,,59.88401,29.89793,,,,http://www.reuters.com/statesofthenation/,48370,75838,11/4/16,09:24:53  8 Nov 2016
5256,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Michigan,10/21/2016,10/27/2016,Ipsos,A-,335,lv,0.0895408,41.34,37.11,,,39.70953,37.16067,,,,reuters.com/statesofthenation/,47732,74715,10/29/16,09:24:53  8 Nov 2016
5257,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,8/4/2016,8/10/2016,Marist College,A,897,rv,0.0894607,43.0,31.0,12.0,,44.91247,37.47803,6.435278,,,http://www.nbcnews.com/politics/2016-election/polls-clinton-running-table-key-battlegrounds-n629136,44840,68707,8/12/16,09:24:53  8 Nov 2016
5258,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Delaware,10/20/2016,10/28/2016,SurveyMonkey,C-,548,lv,0.0884241,52.0,36.0,7.0,,50.56993,37.26741,3.60223,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47664,74640,10/28/16,09:24:53  8 Nov 2016
5259,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Jersey,10/14/2016,10/27/2016,Ipsos,A-,800,lv,0.0879988,50.95,34.25,,,50.32003,35.82967,,,,reuters.com/statesofthenation/,47740,74723,10/29/16,09:24:53  8 Nov 2016
5261,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,South Carolina,10/7/2016,10/27/2016,Ipsos,A-,282,lv,0.0869974,43.53,48.62,,,42.46901,49.84647,,,,reuters.com/statesofthenation/,47748,74731,10/29/16,09:24:53  8 Nov 2016
5262,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,9/12/2016,9/14/2016,Insights West,,398,lv,0.0866482,40.0,42.0,5.0,,42.86984,45.65368,1.645044,,,http://www.insightswest.com/news/trump-leads-in-arizona-and-nevada-clinton-in-california-and-washington/,45922,71769,9/21/16,09:24:53  8 Nov 2016
5264,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Nebraska,10/13/2016,11/2/2016,Ipsos,A-,328,lv,0.0855995,31.34,52.38,,,29.72957,52.6751,,,,http://www.reuters.com/statesofthenation/,48238,75539,11/3/16,09:24:53  8 Nov 2016
5265,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Kansas,9/6/2016,9/11/2016,SurveyUSA,A,595,lv,0.0853714,36.0,48.0,8.0,,37.34004,50.13144,4.99019,,,http://ksn.com/2016/09/13/ksn-news-poll-shows-donald-trump-leading-hillary-clinton-in-kansas/,45731,71408,9/13/16,09:24:53  8 Nov 2016
5267,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maine,8/4/2016,8/8/2016,Gravis Marketing,B-,2046,rv,0.0839865,43.0,33.0,10.0,,45.46278,37.48284,7.052108,,,http://www.breitbart.com/2016-presidential-race/2016/08/11/breitbartgravis-poll-maine-voters-support-clinton-46-trump-36/,44823,68670,8/11/16,09:24:53  8 Nov 2016
5268,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Connecticut,10/7/2016,10/27/2016,Ipsos,A-,401,lv,0.0839681,51.05,36.25,,,49.41618,37.43133,,,,reuters.com/statesofthenation/,47718,74701,10/29/16,09:24:53  8 Nov 2016
5269,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Michigan,10/25/2016,10/31/2016,Google Consumer Surveys,B,677,lv,0.0837572,37.5,34.9,7.19,,42.94047,41.49401,6.248302,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47963,75022,11/1/16,09:24:53  8 Nov 2016
5271,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Kentucky,10/7/2016,10/27/2016,Ipsos,A-,463,lv,0.0835583,37.65,56.14,,,36.44616,57.46355,,,,reuters.com/statesofthenation/,47727,74710,10/29/16,09:24:53  8 Nov 2016
5272,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Michigan,8/22/2016,8/24/2016,Suffolk University,B+,500,lv,0.0833553,43.6,37.2,5.4,,46.15007,41.44576,2.928986,,,http://www.suffolk.edu/documents/SUPRC/8_25_2016_final_marginals.pdf,44988,69022,8/25/16,09:24:53  8 Nov 2016
5273,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,8/20/2016,8/23/2016,Monmouth University,A+,401,lv,0.0833215,44.0,42.0,7.0,,44.99499,45.22438,3.740286,,,http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NC_082416/,44933,68955,8/24/16,09:24:53  8 Nov 2016
5274,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,South Carolina,8/18/2016,8/21/2016,Feldman Group,B-,600,lv,0.0829559,39.0,39.0,5.0,,40.74096,44.29347,1.318713,,,http://www.postandcourier.com/20160823/160829712/sc-democrats-tout-new-poll-showing-clinton-trump-in-dead-heat#.V7z9FeR8KoQ.twitter,44927,68949,8/24/16,09:24:53  8 Nov 2016
5275,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Wisconsin,10/25/2016,10/31/2016,Google Consumer Surveys,B,816,lv,0.0828822,41.21,28.69,5.29,,46.65841,35.31808,4.348301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47990,75049,11/1/16,09:24:53  8 Nov 2016
5276,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Arizona,8/18/2016,8/23/2016,CNN/Opinion Research Corp.,A-,809,lv,0.0827019,38.0,45.0,12.0,,39.46251,46.86108,7.922685,,,http://www.cnn.com/2016/08/24/politics/arizona-north-carolina-polls-trump-clinton/index.html,44934,68962,8/24/16,09:24:53  8 Nov 2016
5277,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,10/14/2016,10/27/2016,Ipsos,A-,697,lv,0.0826378,48.11,39.3,,,46.85054,40.10571,,,,reuters.com/statesofthenation/,47752,74735,10/29/16,09:24:53  8 Nov 2016
5278,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Iowa,8/3/2016,8/7/2016,Marist College,A,899,rv,0.0825174,35.0,35.0,12.0,,37.11483,41.87166,6.487493,,,http://www.nbcnews.com/politics/first-read/polls-clinton-ahead-trump-midwest-battlegrounds-n626541,44810,68637,8/9/16,09:24:53  8 Nov 2016
5279,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Florida,10/28/2016,11/3/2016,Ipsos,A-,916,lv,0.0822141,47.88,46.89,,,47.82889,46.90758,,,,http://www.reuters.com/statesofthenation/,48374,75842,11/4/16,09:24:53  8 Nov 2016
5280,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,9/9/2016,9/11/2016,Public Policy Polling,B+,878,lv,0.0820717,45.0,39.0,6.0,,46.74667,41.55426,3.385211,,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_VA_91316.pdf,45722,71362,9/13/16,09:24:53  8 Nov 2016
5281,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Missouri,8/26/2016,8/27/2016,Public Policy Polling,B+,1055,lv,0.0820186,41.0,47.0,,,39.95487,47.30759,,,,http://nelpaction.org/wp-content/uploads/2016/08/MOResults1.pdf,45259,69612,9/1/16,09:24:53  8 Nov 2016
5282,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Mississippi,10/13/2016,11/2/2016,Ipsos,A-,261,lv,0.0814202,31.66,56.41,,,31.2654,57.55512,,,,http://www.reuters.com/statesofthenation/,48235,75536,11/3/16,09:24:53  8 Nov 2016
5283,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,8/18/2016,8/23/2016,CNN/Opinion Research Corp.,A-,803,lv,0.0813336,45.0,45.0,9.0,,46.22451,46.4543,4.922685,,,http://www.cnn.com/2016/08/24/politics/arizona-north-carolina-polls-trump-clinton/index.html,44935,68963,8/24/16,09:24:53  8 Nov 2016
5284,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Ohio,9/22/2016,9/23/2016,Gravis Marketing,B-,850,rv,0.0813269,42.0,43.0,6.0,,44.04521,45.35446,3.371604,,,http://www.breitbart.com/big-government/2016/09/25/exclusive-breitbartgravis-polls-trump-takes-lead-colorado-maintains-lead-ohio/,46032,71988,9/25/16,09:24:53  8 Nov 2016
5285,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,West Virginia,10/20/2016,10/24/2016,Google Consumer Surveys,B,140,lv,0.0810648,24.58,47.56,7.45,,29.92705,55.39603,5.815673,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47405,74442,10/27/16,09:24:53  8 Nov 2016
5286,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Pennsylvania,10/25/2016,10/27/2016,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,0.0809924,47.0,40.0,5.0,,47.55615,41.60706,4.520645,,,http://www.allianceesapoll.com/new-poll-results.html,47651,74616,10/28/16,09:24:53  8 Nov 2016
5287,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Ohio,10/25/2016,10/27/2016,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,0.0809924,46.0,42.0,4.0,,46.5663,43.67013,3.520645,,,http://www.allianceesapoll.com/new-poll-results.html,47650,74615,10/28/16,09:24:53  8 Nov 2016
5288,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,10/25/2016,10/27/2016,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,0.0809924,47.0,44.0,5.0,,47.54792,45.55589,4.520645,,,http://www.allianceesapoll.com/new-poll-results.html,47649,74614,10/28/16,09:24:53  8 Nov 2016
5289,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,10/25/2016,10/27/2016,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,0.0809924,43.0,42.0,8.0,,43.56727,43.67619,7.520645,,,http://www.allianceesapoll.com/new-poll-results.html,47647,74612,10/28/16,09:24:53  8 Nov 2016
5290,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,10/25/2016,10/27/2016,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,0.0809924,47.0,39.0,8.0,,47.61435,40.96892,7.520645,,,http://www.allianceesapoll.com/new-poll-results.html,47648,74613,10/28/16,09:24:53  8 Nov 2016
5291,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,South Dakota,10/20/2016,10/24/2016,Google Consumer Surveys,B,125,lv,0.0801231,29.92,41.88,7.53,,35.27071,49.76567,5.895674,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47397,74434,10/27/16,09:24:53  8 Nov 2016
5293,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Oregon,10/7/2016,10/27/2016,Ipsos,A-,592,lv,0.0798224,46.26,37.69,,,44.4621,38.68521,,,,reuters.com/statesofthenation/,47746,74729,10/29/16,09:24:53  8 Nov 2016
5294,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Florida,10/25/2016,10/27/2016,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,0.0797711,42.0,48.0,2.0,,42.56442,49.65847,1.520645,,,http://www.allianceesapoll.com/new-poll-results.html,47646,74611,10/28/16,09:24:53  8 Nov 2016
5295,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Colorado,8/4/2016,8/10/2016,Marist College,A,899,rv,0.0797531,41.0,29.0,15.0,,43.12606,35.8989,9.435278,,,http://www.nbcnews.com/politics/2016-election/polls-clinton-running-table-key-battlegrounds-n629136,44838,68703,8/12/16,09:24:53  8 Nov 2016
5296,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Texas,10/25/2016,10/31/2016,Google Consumer Surveys,B,1260,lv,0.079602,31.53,43.03,7.74,,36.95992,49.57868,6.798301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47985,75044,11/1/16,09:24:53  8 Nov 2016
5297,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Rhode Island,10/20/2016,10/28/2016,SurveyMonkey,C-,518,lv,0.07955,48.0,37.0,8.0,,46.61194,38.71592,4.60223,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47695,74671,10/28/16,09:24:53  8 Nov 2016
5298,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Dakota,10/20/2016,10/28/2016,SurveyMonkey,C-,333,lv,0.0794005,31.0,54.0,10.0,,29.59244,55.50776,6.60223,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47690,74666,10/28/16,09:24:53  8 Nov 2016
